,comment_no,contents,deleted_yn,down_count,enc_writer_id,enc_writer_profile_user_id,group_no,is_facebook,is_me2day,is_mine,is_reply,is_twitter,is_yozm,mobile_yn,modified_ymdt,object_id,object_url,parent_comment_no,registered_ymdt,reply_level,status,ticket,up_count,visible_yn,writer_id,writer_ip,writer_nickname,writer_profile_type,writer_profile_user_id
10,2337311,"³ë½Â¾Æ´Ô ÀÛÇ° Áß¿¡¼­ Çã´ÏÇã´Ï ¿şµùÀ» Ã³À½À¸·Î Á¢Çß°í Áß°£¿¡ º¸´Ù°¡ µŞ³»¿ëÀÌ Á¤¸» ±Ã±İÇØÁ®¼­ ¹Ì¸®º¸±â °áÁ¦±îÁö ÇØ¼­ ºÃ½À´Ï´Ù. ±×°Ô µÎ¼¼´ŞÀü ¾ê±âÁö¸¸ ÀÌÁ¦¿Í ÈÄ±â¸¦ ³²±â³×¿ä. µÎ¼¼´Ş ÀüÀÌ¾îµµ ³ë½Â¾Æ´Ô ÀÛÇ°ÀÌ ¹¹¶ö±î ÀÎ»ó¿¡ ³²¾Æ¿ä. ±×·¡¼­ Á¤ÁÖÇàÀ» ¸î ¹øÀÌ°í ´Ù½Ã ÇÏ°Ô µË´Ï´Ù. ±× ¸Å·ÂÀÌ ¾Æ¸¶ ´ä´äÇÏÁö ¾ÊÀº ÀÛ°¡´Ô¸¸ÀÇ Àü°³ ¹æ½Ä°ú Áß°£Áß°£ »§ÅÍÁö´Â ³»¿ë, »çÀÌ´ÙÃ³·³ »½ ¶Õ¸®´Â ³»¿ë¿¡ Çö¸íÇÑ ¿©ÀÚÁÖÀÎ°ø, ¾ÕÀÏ ¿¹»óÇÏ°í Ã³¼¼ÇÒ ÁÙ ¾Æ´Â ³²ÀÚÁÖÀÎ°ø ´öÀÌ ¾Æ´Ò±î ½Í¾î¿ä. ±× ´ö¿¡ ¹ú½áºÎÅÍ ´ÙÀ½ ÀÛÇ°µµ ¹«Ã´ ±â´Ù·ÁÁø´Ş±î¿ä. ±×¶§±îÁö ÀÛ°¡´ÔÀÇ ÀüÀÛµéµµ ¸ğµÎ Á¤ÁÖÇàÇØ¾ß°Ú½À´Ï´Ù!^^",N,0,IhDqtQs42gC2CabRJvrhBQ%3D%3D,Z0rHMHOVXC2l%2BjznsSKKfA%3D%3D,-2337311,false,false,N,N,false,false,Y,2016-07-27T18:58:54.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391&section=webnovel#commentDiv,0,2016-06-19T21:34:46.0+0900,1,0,novel01,10,Y,sj94****,175.198.xxx.79,´Ğ³×ÀÓ±âÁØÀÌ±î´Ù·Ó´Ù,naver,sj94****
11,2337226,"³ë½Â¾Æ ÀÛ°¡´Ô, Çã´ÏÇã´Ï ¿şµù ²À ´ÜÇàº»À¸·Î ¼ÒÀåÇÏ°í ½Í¾î¿ä ¤»¤»¤»
±â´ëÇÒ°Ô¿ä. ^^
±×¸®°í °áÈ¥Àº ¹äÀÌ´Ùµµ ±¸ÀÔÇÏ°í ½ÍÀºµ¥ ÀÌ°Ç Ç°ÀıÀÌ³×¿ä. ±×·¡¼­ ·Î¸àÆ½ ·¹½ÃÇÇ¶û ¹ı´ë·Î »ç¶ûÇÏ¶ó ÀÖ¾î¿ä ¤Ğ¤Ğ¤»¤»¤»",N,0,9EKHmDWYOUehgtxnsG7Psw%3D%3D,BzhhVt1EkRD46DPf9svToQ%3D%3D,-2337226,false,false,N,N,false,false,N,2016-07-27T18:58:57.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-06-19T18:54:34.0+0900,1,0,novel01,7,Y,love****,223.131.xxx.45,½É´ÙÇı,naver,love****
12,2332747,³»ÀÏ ³ª¿Â´Ù¾Æ¾Æ¾ÆÀ¯¤Ğ¤Ğ¤Ğ¤Ğ¤Ğ,N,0,wIEpnYiMCdu8cxDDaHydFg%3D%3D,rLFHK44PtFl7MDL5tlD1TA%3D%3D,-2332747,false,false,N,N,false,false,N,2016-07-27T18:58:59.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391&page=2,0,2016-06-16T22:06:59.0+0900,1,0,novel01,5,Y,myna****,221.143.xxx.217,ÃÊÄİ·¹ÅäÇÇ¾Æ,naver,myna****
13,2328686,ÀÌ°Å ´ëÃæ ¸î½Ã¿¡ ¾÷µ« µÇ³ª¿µ?,N,0,0LQxKPX0W8YA2M943Dr8%2FQ%3D%3D,0fzHbjIsz4yCSAObtjUFbg%3D%3D,-2328686,false,false,N,N,false,false,Y,2016-07-28T10:26:48.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391&section=webnovel#commentDiv,0,2016-06-14T00:34:13.0+0900,1,0,novel01,5,Y,wjdt****,14.37.xxx.220,Siana,naver,wjdt****
14,2328656,1°¡Á¤ 1³ë½Â¾Æ´Ôµµ ÁÁÀ»°Í°°Àºµ¥ ¤Ğ¤Ğ,N,0,exBrwHFDLVZqRKhzw%2FeU%2Fw%3D%3D,JFCUDrV29ThaCTMb0f04pA%3D%3D,-2328656,false,false,N,N,false,false,Y,2016-07-27T18:59:00.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391&section=webnovel#commentDiv,0,2016-06-13T23:49:04.0+0900,1,0,novel01,5,Y,1473****,115.161.xxx.125,¼³È­,naver,1473****
15,2318974,ÀÌ°Å º¼±î¸»±î °í¹ÎÁßÀÎµ¥ Àç¹Õ¾î¿ä? ¾î¶² Á¡ÀÌ ÁÁ¾Æ¿ä? º¸´Ï±î °¨Á¤Ç¥ÇöÀÌ ¼¼¼¼ÇÏ´Ù´øµ¥ ±×°Å ¸»°í´Â¿ä??,N,4,S%2FAsTFDqI38hREFshGN6Jw%3D%3D,1FL8F9gjNnEaHk9iNVWcBA%3D%3D,-2318974,false,false,N,N,false,false,Y,2016-07-27T18:59:02.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-06-07T16:55:17.0+0900,1,0,novel01,7,Y,choi****,175.244.xxx.93,ÀÀ¾Æ´Ï¾ß,naver,choi****
16,2306224,Èå¾û¤·¾î¾û¤Ğ¤Ì¤Ì¤Ì¤Ì 1°¡Á¤ 1µ¶»ç½Ü ¾ÈµÇ³ª¿ä¤Ì¤Ñ¤Ñ¤Ğ¤Ğ¤Ì¤Ì ±ÛÀÌ ³Ê¹« ÁøÂ¥ ¿öÄl....... ³Ê¹« Àß ¾²¼Å¿ä ÁøÂ¥ ¹İÇÒ°Í °°¾Æ ³ë½Â¾Æ ÀÛ°¡´Ô ³²ÀÚ ÇØÁÖ¼¼¿ä..¤»¤»¤»¤»¤»¤»¤»¤»¤»Å¥¤Ì¤Ì¤Ì¤Ì¤Ì¤Ì¤Ì »ç¶ûÇÕ´Ï´Ù ÁøÂ¥ ±Û ½áÁÖ¼Å¼­ °¨»çÇØ¿ä ¤Ğ¤Ì¤Ì¤Ì¤Ğ¤Ğ¤Ì,N,2,Ysht42rdpX9vIuV5qbm3KQ%3D%3D,arH2J5SuFBDDqZ9qpu49QQ%3D%3D,-2306224,false,false,N,N,false,false,N,2016-07-21T21:17:40.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-05-30T19:17:22.0+0900,1,0,novel01,5,Y,sall****,121.165.xxx.160,ºñ¾Æ,naver,sall****
17,2305956,ÀÏ·¯°¡ ÇÑ¸òÇÏ³×¿©...±Ûµµ ÁÁ±¸ ±×¸²µÎ ÁÁ±¸,N,3,vU1isr1qckeXdgvFulAczg%3D%3D,EmLYsTWry2u%2BsnSy%2BL9Avg%3D%3D,-2305956,false,false,N,N,false,false,N,2016-07-28T10:33:27.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-05-30T14:45:15.0+0900,1,0,novel01,7,Y,heey****,125.140.xxx.188,Â¯±¸¸¾,naver,heey****
18,2304912,³ë½Â¾Æ ÀÛ°¡´Ô ³Ê¹« Àß¾²½Ã´Â°Å °°¾Æ¿ä¤Ğ¤Ğ Á¦°¡ À¥¼Ò¼³ º»Áö°¡ ¾ó¸¶¾ÈµÇ¼­ ¹ı.»ç´Â ¸øºÃÁö¸¸ Çã´ÏÇã´Ï¿şµùÀº Ã·È­ºÎÅÍ ³¡±îÁö ´Ùº¼¿¹Á¤ÀÔ´Ï´Ù!!! ¹ú½áºÎÅÍ ´ÙÀ½È­°¡ ¾ó¸¥ ³ª¿ÔÀ¸¸é ÁÁ°Ú¾î¿ë¤Ğ¤Ğ¤Ğ ÀÛ°¡´Ô »ç¶ûÇØ¿ë¢¾¢¾¢¾¢¾¢¾,N,5,0ixYG0MZOiyEx4nGmrr7Ig%3D%3D,WG5NuFuR5D%2BGNFSNXoWHsQ%3D%3D,-2304912,false,false,N,N,false,false,Y,2016-07-28T10:33:34.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-29T17:52:09.0+0900,1,0,novel01,11,Y,tjgm****,125.178.xxx.144,infinite,naver,tjgm****
19,2297899,ºñ°ø°¨Àº µµµ¥Ã¼ ¾î¶²³ÑµéÀÌ¾ß °¨Á¤ÀÌ ¸Å¸¶¸¥³Ñµé ¤»¤»,N,9,6t0I5k4AWMKRfpt44FqStQ%3D%3D,u4maIvASrEWIo9A8bxUFFw%3D%3D,-2297899,false,false,N,N,false,false,N,2016-07-28T10:33:35.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-05-24T21:28:14.0+0900,1,0,novel01,10,Y,cyjj****,210.100.xxx.114,Åè,naver,cyjj****
20,2296633,(dbst****)´Ô È¤½Ã ¾È³ª¿Í¼­ ±×·±°¡¿ä? 10½Ã 30ºĞÀÎ°¡¿¡ ³ª¿À´Â°É·ç ¾Ë°íÀÖ½À´Ï´Ù~^^,N,2,mEyA6q9saijCFgVF2t9lgA%3D%3D,LYOwUZzAnVjHFRV748kTMg%3D%3D,-2296633,false,false,N,N,false,false,Y,2016-06-12T15:16:08.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-24T08:57:14.0+0900,1,0,novel01,4,Y,bbij****,116.40.xxx.68,½ÉÁöÀ±,naver,bbij****
21,2289230,"ÇØ¹ÎÀÌ°¡ ÀÓ½ÅÇÑ°Ô È®½ÇÇÑ°¡...
¶Ç ¾È¸é ¾îÂ¼Áö?",N,3,j0AGRyT67Rf7kk6iFohIGQ%3D%3D,VHj9wXL17NfEIhPrj6AOcg%3D%3D,-2289230,false,false,N,N,false,false,Y,2016-06-14T10:08:27.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-18T21:42:42.0+0900,1,0,novel01,3,Y,euni****,218.236.xxx.207,¸Á°í¸Ô´Â°­¾ÆÁö,naver,euni****
22,2276351,¹¹Áö? È­¿äÀÏ¿¬Àç ¾Æ´Ñ°¡¿ä???,N,10,CQ3tDVjggku%2F5b8YndDMmg%3D%3D,RYOsExty%2FBNsAp4oy%2Fdgvw%3D%3D,-2276351,false,false,N,N,false,false,Y,2016-07-13T00:31:48.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-10T09:34:14.0+0900,1,0,novel01,6,Y,dbst****,175.223.xxx.175,Äï¾ç,naver,dbst****
23,2263745,µ¶ÀÚ  ÈíÀÔ·Â ´ë¹ÚÀÎ ±Û¼Ø¾¾  ±ÂÀÔ´Ï´Ù¿ë,N,4,AZZjq8tT3JWljjozX4wcHg%3D%3D,4qka3GLDBllfdTlVgK4vaA%3D%3D,-2263745,false,false,N,N,false,false,Y,2016-06-25T17:14:40.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-03T08:31:06.0+0900,1,0,novel01,5,Y,sunm****,115.140.xxx.6,ÇÑ¼Ö¾Æ,naver,sunm****
24,2259628,ÀÌ°Å ¶§¹®¿¡ ¹ı»ç ·Î¸ÇÆ½·¹½ÃÇÇ °áÈ¥Àº ¹äÀÌ´Ù±îÁö ´Ù ºÁ¹ö·È¾î¿ä¤Ğ¤Ğ¤Ğ¤Ğ¤ĞÇõÁØÀÌ°¡ ¸¹ÀÌ ¾È ³ª¿Í¼­ ½½ÆâÁö¸¸ 5ÃÑ»ç ´Ù ³Ê¹« ÁÁ¾ÆÁ³½À´Ï´Ù ¾Æ¤Ğ¤Ğ¤Ğ¤Ğ¤Ğ,N,2,M5%2FpM9cZe6XJ4ePNJjEXjQ%3D%3D,vnyRu%2Bv83LQvzoNuhvPg7Q%3D%3D,-2259628,false,false,N,N,false,false,Y,2016-07-11T10:24:38.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-01T00:40:19.0+0900,1,0,novel01,7,Y,yeri****,223.33.xxx.67,½ºÀ­¿¹¸²,naver,yeri****
25,2259600,µ¡±Û ´Ü´Ù°í ·Î±×ÀÎ ÇØº¸±ä Ã³À½ÀÌ³×¿ä.. ½ÃÇè ³¡³ª¼­ ¾îÁ¦ºÎÅÍ ½ÃÀÛÇÑ Á¤ÁÖÇàÀÌ ¿À´Ã ³¡³µ¾î¿ä Á¤¸» ÀÌ·¸°Ô ÇöÀÚÅ¸ÀÓ ´ë¹ÚÀÎ À¥¼Ò¼³ Ã³À½ÀÔ´Ï´Ù...¤Ğ¤Ğ¤Ğ¤Ğ¤Ğ ÇÏ ¾î¶»°Ô ±â´Ù¸®ÁÒ....? °¨Á¤Ç¥Çöµµ ¼¼½ÉÇÏ°í ÃÊ¹İ¿¡ ¸¹ÀÌ ¿ï¾ú¾î¿ä ÇØ¼ö°¡ ³Ê¹« Â§ÇÏ°í °¡¿²¾î¼­.. ÁøÂ¥ Ã³À½¿£ Á» »·ÇÏ´Ù ÀÌ·¨´Âµ¥ ÀÌ ¹«½¼.. »·ÇÏÁö ¾ÊÀº Àç¹Ì¿Í ¼¶¼¼ÇÑ °¨Á¤Ç¥Çö ÁøÂ¥ Ç« ºüÁ®¾¹´Ï´Ù? ÀÛ°¡´Ô »ç¶ûÇØ¿ä?¸¸¼¼ ÃßÃµÇØÁØ Ä£±¸¿¡°Ô »ç¶ûÀÇ ÇÏÆ®¸¦ º¸³»°í ¿Ô¾î¿ä!!!¤¾¤¾¤¾,N,2,lqxjHytQZwZ%2Bk5sgXqtklA%3D%3D,vfEHnIH8LyuTlphejJYMyA%3D%3D,-2259600,false,false,N,N,false,false,Y,2016-06-12T15:16:20.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv#commentDiv,0,2016-05-01T00:07:01.0+0900,1,0,novel01,10,Y,lynn****,223.62.xxx.2,¸°ÀÌ,naver,lynn****
26,2249738,"¾È³çÇÏ¼¼¿ä.
""À§ÇèÇÏ°í ¾ÆÂñÇÑ ÁßÇĞ±³»ıÈ°""
À» ¿¬ÀçÇÏ°í ÀÖ´Â ÇÑ »ç¶÷ÀÔ´Ï´Ù.
º¸°í¹è¿ï°Ô¸¹³×¿ä
³ë½Â¾Æ´ÔÈ­ÀÌÆÃ",N,17,S2AfKgyCelnvSa2IOITfOA%3D%3D,2rarf4XCJLSZ74HKKRlVsw%3D%3D,-2249738,false,false,N,N,false,false,N,2016-07-13T00:32:07.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-24T13:14:18.0+0900,1,0,novel01,6,Y,phil****,114.203.xxx.250,¤±¤¤¾î¤Ó¤©¸ÕÀÏ,naver,phil****
27,2248886,"Á¦ÀÛÇ°º¸·¯¿À¼¼¿ä Á¦¸ñÀº ±×·¡µµ»ç¶ûÇØ  
ÃßÃµÇÏ°í°©´Ï´Ù´ñ±ÛÁ»³²°ÜÁÖ¼¼¿ë",N,22,U2Xm%2FxtGg%2B0O89v6FgEytA%3D%3D,5YDFhSiLKhxBfEUFnSzuCg%3D%3D,-2248886,false,false,N,N,false,false,N,2016-07-13T00:32:05.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-24T08:48:57.0+0900,1,0,novel01,5,Y,wnsx****,59.1.xxx.158,Åä³¢YO,naver,wnsx****
28,2248833,¼Õ¹Î°æ´ÔÀº ¹¹... ¾Ç³à¸¸ ³ª¿À´Â ÀÎÅÍ³İ¼Ò¼³ÀÌ³ª ÆÇÅ¸Áö Àå¸£¸¸ ¼··ÆÇÏ¼Ì³ª,N,1,%2FXJAth2jkcnxBRDs%2BXsF%2Bw%3D%3D,C1GOUdFjgxH25NPbDOYsGg%3D%3D,-2248833,false,false,N,N,false,false,Y,2016-06-12T15:16:28.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-04-24T05:23:26.0+0900,1,0,novel01,5,Y,sj94****,175.198.xxx.79,¼öÁ¤,naver,sj94****
29,2245709,(pheo****)´Ô Çı¼ö¿Í ÇõÁØÀÌ´Â12»ìÂ÷ÀÌ·Î ¶ìµ¿°©ÀÔ´Ï´Ù.,N,1,T3bvq3V3rIbHUt9vF7F1Tw%3D%3D,Q9d81K8VC4lztrT%2BeQCMLg%3D%3D,-2245709,false,false,N,N,false,false,N,2016-06-12T15:16:30.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-21T23:03:29.0+0900,1,0,novel01,8,Y,thdg****,211.187.xxx.55,,naver,thdg****
30,2242580,¿©ÁÖÇÏ°í ³²ÁÖ ¸î»ìÂ÷ÀÌ¿¹¿©¤Ñ¤Ñ??,N,4,kO0kZcdJAazmQfi9siO5rQ%3D%3D,lmbfXuXKtmmF4zuKAVD0mA%3D%3D,-2242580,false,false,N,N,false,false,Y,2016-07-11T10:25:07.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-04-19T19:45:16.0+0900,1,0,novel01,3,Y,pheo****,1.236.xxx.139,,naver,pheo****
31,2240631,À¯·á·Î ´Ù º¸°íµµ  È­¿äÀÏ ±İ¿äÀÏÀÌ ±â´Ù·Á Áø´Ù....,N,1,42dsbkryqc1TyaPZKAi2wA%3D%3D,IO7X92kkfj3hAumYR10KkQ%3D%3D,-2240631,false,false,N,N,false,false,N,2016-07-11T10:25:09.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-18T14:35:23.0+0900,1,0,novel01,9,Y,kyou****,14.33.xxx.244,¹éÁ¶³¯°³,naver,kyou****
32,2235822,µû¶æÇÏ°í »ç¶û½º·¯¿î ¼Ò¼³ ¢¾,N,0,H8dstMLa0oW%2FA1kfVAAO0A%3D%3D,GXyg1rBY9q0rP7FU2c4OoQ%3D%3D,-2235822,false,false,N,N,false,false,N,2016-07-11T10:25:10.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-15T11:55:04.0+0900,1,0,novel01,5,Y,clem****,222.101.xxx.233,Å¬·¹¸àÅ¸ÀÎ,naver,clem****
33,2233762,¾ÆÀÌ°í ³ëÀë,N,40,Eq%2BF7yjdRUZt%2F5GvqbLAFw%3D%3D,qJ5KvUCosIhJRQ%2Bi4l8LYA%3D%3D,-2233762,false,false,N,N,false,false,N,2016-07-11T10:25:12.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391&page=2,0,2016-04-13T20:13:10.0+0900,1,0,novel01,6,Y,gado****,220.127.xxx.197,,naver,gado****
