,comment_no,contents,deleted_yn,down_count,enc_writer_id,enc_writer_profile_user_id,group_no,is_facebook,is_me2day,is_mine,is_reply,is_twitter,is_yozm,mobile_yn,modified_ymdt,object_id,object_url,parent_comment_no,registered_ymdt,reply_level,status,ticket,up_count,visible_yn,writer_id,writer_ip,writer_nickname,writer_profile_type,writer_profile_user_id
15,7073284,"초록물고기님 팬이에요.
이 작품이 세번째인데 다 너무 좋아요. 
유하랑 하루 이쁜 사랑에 늘 맘이 따뜻해집니다.
초록물고기님글 몽땅 강추에요~!!!!!",N,1,hbbabiiaLdsbt7s9T3SNHQ%3D%3D,qTIKRuaHltD4Xg5A37DMpQ%3D%3D,-7073284,false,false,N,N,false,false,Y,2016-07-25T10:45:36.0+0900,novel-531028,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=531028&section=challenge#commentDiv,0,2016-06-11T13:36:43.0+0900,1,0,novel02,5,Y,hhso****,119.70.xxx.37,,naver,hhso****
16,7159331,남녀주인공 모두 마음에 들어요~♡,N,0,TGSsStCIwtFrfVyUGxzwww%3D%3D,jRMlEqGD3X5%2F%2FlAugYQ3uw%3D%3D,-7159331,false,false,N,N,false,false,Y,2016-07-15T12:40:25.0+0900,novel-521183,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=521183&section=best#commentDiv,0,2016-07-15T12:40:25.0+0900,1,0,novel02,0,Y,plkm****,118.33.xxx.49,,naver,plkm****
17,7115660,가슴저리게 기분좋은 ~~,N,0,CaoWUrgJ0PkZ8RiByVnECQ%3D%3D,ktiSUMUgSf44Nk0cMgd1WA%3D%3D,-7115660,false,false,N,N,false,false,N,2016-07-15T12:40:07.0+0900,novel-521183,http://novel.naver.com/best/list.nhn?novelId=521183,0,2016-06-28T01:31:43.0+0900,1,0,novel02,2,Y,kchs****,211.202.xxx.111,가람과뫼,naver,kchs****
18,7095574,완전 달달해요~ 딱 내스타일^^,N,0,zZfSwtNbUAp7IetiqI%2FBAg%3D%3D,yMWX3onrnp9Vl%2FmK%2FugpyQ%3D%3D,-7095574,false,false,N,N,false,false,Y,2016-07-15T12:40:08.0+0900,novel-521183,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=521183&section=best#commentDiv,0,2016-06-20T00:25:18.0+0900,1,0,novel02,3,Y,nut7****,182.208.xxx.197,별,naver,nut7****
19,7181544,하루만에 정주행했네요.초반은 키득키득하다 중반부턴 육성으로 웃다 혼자 깜놀도 하고요 ㅎㅎ 90회정도부턴 도희와 함께 울었네요 ㅠㅠ평점이 좋아 아무생각없이 읽기 시작했는데..역습과도 같은 격한 재미가 있는 소설이네요.매회 10점씩 눌르며 읽게 되는 이야기여ㅛ어요.,N,0,FUVh%2Foy42fNvAuZK7DT%2F7A%3D%3D,%2Bu2NcrrddPVj8VwG1Wiw%2Fw%3D%3D,-7181544,false,false,N,N,false,false,Y,2016-07-25T16:00:27.0+0900,novel-508392,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=508392&section=best#commentDiv,0,2016-07-23T19:19:29.0+0900,1,0,novel02,1,Y,labe****,69.14.xxx.43,허미임,naver,labe****
20,7079022,"어라?
리뷰기능 생겼네요ㅎㅎ
도희와 상현의 꽁냥꽁냥 이쁜 사랑 잘 보고있습니다!!
여러 관작들이 떠도 항상 1순위로 챙겨보는 '수선화에게'
완전 애정합니다~~
작가님도요♡.♡",N,0,OzgJvVHK6h67sDU9Sium3A%3D%3D,gLTyBNC5takabLl0mtX59g%3D%3D,-7079022,false,false,N,N,false,false,Y,2016-07-02T17:14:29.0+0900,novel-508392,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=508392&section=best#commentDiv,0,2016-06-13T17:11:37.0+0900,1,0,novel02,4,Y,kei1****,114.204.xxx.51,LeeSH194,naver,kei1****
21,7071413,"판타지랑 무협을 즐겨읽는 제가 유일하게 챙겨읽는 로맨스소설이 '수선화에게' 에요.
요즘 도희랑 상현이랑 완전 달달해서 너무 좋아요ㅎㅎ
풀지 못한 갈등들이 있지만 잘 넘길 수 있을거라 믿고있의요.(작가님을요♡)
도희처럼 억 소리나는 미인은 아니지만 1인칭 주인공시점에서 도희가 느끼는 감정들에 공감을 할 수 있어서 좋아요.
사랑받고 싶은 마음, 상처받을까 두려운 마음, 고독감..
무엇보다 술 마시는 장면이요ㅋㅋ저도 술 진짜 많이 마시거든요...사고도 많이 치고ㅋㅋㅋㅋ
술을 곱게 텨먹어야 하는데ㅠㅠㅋㅋ
섬세한 도희의 1인칭 시점 묘사가 이 소설의 강점이라고 생각합니다. 작가님의 문장력도 너무 좋으시고요♡
완벽해보이지만  결코 완벽하지 않은  도희와 상현이가 서로에게 갖은 편견을 깨고 사랑하는 모습이 너무 좋아요.
그래서 저도 연애하고 싶어요ㅋㅋㅋㅋㅋ
애랑작가님~앞으로도 함께 할게요.
계속 좋은 글 부탁드려요!!",N,0,gie%2BzUQsIollf7qCFnp7Kg%3D%3D,RwauGJjEaaHq3fLdAoZzEQ%3D%3D,-7071413,false,false,N,N,false,false,Y,2016-07-19T22:02:44.0+0900,novel-508392,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=508392&section=best#commentDiv,0,2016-06-10T18:26:03.0+0900,1,0,novel02,5,Y,ytyt****,116.41.xxx.120,끼끼,naver,ytyt****
22,7193344,"재미있긴한데
비공개로되어있는글들 
카페 가입하기 귀차나서 캐시 지름요
감상결과
왜 비공개인지모르겠음 작가 공지사항으론
 15세 이상되는글이다어쩌구저쩌구하는데ㅋㅋ 나름 기대했는데 겁나실망해씀‥‥
15세이상글도아니였음 걍 평범한 수준 내용 이였고 수위 수준도 걍 일반 로맨스 소설에 있는 키스신 정도임 ㅋㅋ
그리고무엇보다
스토리진행상 꼭보여져야되는글인거같은데 
결론은 어쨌든 사람 낚이기좋아하는 작가심보가 보여서
얄미운소설임ㅋㅋ
‥‥‥",N,0,1WZSxmCCXWkt%2FUgus3SRYg%3D%3D,0V0sHjyn5EOQyruNXOJomA%3D%3D,-7193344,false,false,N,N,false,false,Y,2016-07-28T06:15:45.0+0900,novel-346483,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=346483&section=best#commentDiv,0,2016-07-28T06:15:45.0+0900,1,0,novel02,0,Y,late****,1.229.xxx.207,,naver,late****
23,7186297,강추!,N,0,iNnaiQBsD5%2BP0FKgqlXxEA%3D%3D,uRitzjGMF0dLZZW%2FnWn8vg%3D%3D,-7186297,false,false,N,N,false,false,Y,2016-07-25T18:37:27.0+0900,novel-540184,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=540184&section=best#commentDiv,0,2016-07-25T18:37:27.0+0900,1,0,novel02,0,Y,zuju****,182.211.xxx.96,,naver,zuju****
24,7168755,너무재밌어요ㅠ 다음편 간절하게 원해요!,N,0,5JZg99pP4S1AE9SIk%2Fawaw%3D%3D,%2F%2BqEvjNrLn%2FxCKgcNe9fug%3D%3D,-7168755,false,false,N,N,false,false,Y,2016-07-20T18:31:22.0+0900,novel-540184,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=540184&section=best#commentDiv,0,2016-07-18T23:04:09.0+0900,1,0,novel02,2,Y,najy****,59.0.xxx.189,히징찡,naver,najy****
25,7094238,"정말 재밌게 읽고있습니다
미미 재신이 둘다 미워할수없는 넘나 사랑스런캐릭
요새 매일 도장찍는 낙입니다
작가님 끝까지 해주실거죠
사랑합니다 작가님
애독자들이 있으니 힘내주세영 화이팅",N,1,6WmPTJxxOhT0a7CFAhe1Gw%3D%3D,uYKrSJ3M4NcXFVZ4Na53Ug%3D%3D,-7094238,false,false,N,N,false,false,Y,2016-07-20T18:31:20.0+0900,novel-540184,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=540184&section=best#commentDiv,0,2016-06-19T17:33:22.0+0900,1,0,novel02,9,Y,jung****,223.62.xxx.8,8282,naver,jung****
26,7083791,정말 공감하며 사람냄새나는 글이네요. 내가 미미가 되기도 하고 남주를 이해하면서 다할수있는 남자인거 같으면서 사람냄새나는 남자 ..귀엽습니다..매일 클래식 fm을 듣고 있는데 이글로 절대 공감을 하며 피아노 첼로 바이올린 선율를 듣고 글을 남기고 있습니다..다시한번 작가님 글 발견하고 어제 밤부터 고고씽 50화까지 다 읽었습니다 쭉 기다리고 있겠습니다^^* 기쁜날 되세요 작가님,N,0,2W7cs3ZKUGQxJXz2prYqHA%3D%3D,ED94iEXkUCgaVLILjOiMZA%3D%3D,-7083791,false,false,N,N,false,false,N,2016-07-20T18:31:19.0+0900,novel-540184,http://novel.naver.com/best/list.nhn?novelId=540184,0,2016-06-15T10:06:26.0+0900,1,0,novel02,10,Y,ydas****,112.166.xxx.179,,naver,ydas****
27,7192248,특이한 발상과 풍부한 감성 그리고 가만히 미소 짓게 하는 유머까지.. 정말 재밌게 읽었습니다. 1편부터 쉬지 않고 정주행 했네요... 울 주완이를 사랑하는 그 마음 변치 않게 해 주세요.,N,0,CMSNx9gxVoD7XXyQQtYR2w%3D%3D,f6hWp%2Ftx9DMcZOHWR2UiJQ%3D%3D,-7192248,false,false,N,N,false,false,Y,2016-07-27T20:34:22.0+0900,novel-536598,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=536598&section=best#commentDiv,0,2016-07-27T20:34:22.0+0900,1,0,novel02,0,Y,knsk****,67.161.xxx.113,maha,naver,knsk****
28,7190703,또 언제 올리시나요..??ㅜ다음편이 궁굼합니다..작가님책좋아요..,N,0,iTsGj8FGF4KORkzysaReVA%3D%3D,JZssb958V7YFpfVg6MKtPA%3D%3D,-7190703,false,false,N,N,false,false,Y,2016-07-27T09:40:01.0+0900,novel-536598,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=536598&section=best#commentDiv,0,2016-07-27T09:40:01.0+0900,1,0,novel02,0,Y,winy****,223.62.xxx.151,,naver,winy****
29,7187930,좋은 글 감사드립니다.,N,0,7Y%2FR9qqVqq1bQGrQ2pe4Pg%3D%3D,f7QMZdojPQU7A6y2%2B9YPZg%3D%3D,-7187930,false,false,N,N,false,false,Y,2016-07-27T06:35:12.0+0900,novel-407247,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=407247&section=best#commentDiv,0,2016-07-26T09:10:36.0+0900,1,0,novel02,2,Y,leah****,14.32.xxx.117,리아,naver,leah****
30,7172001,"작가님 넘  재밌어요 하루하루가 기다려줘요
작가님 홧팅요",N,0,8wBIcF7PBmxiDLbjGAiazA%3D%3D,HpZbfUM5NXjxDfuRBH4pwA%3D%3D,-7172001,false,false,N,N,false,false,Y,2016-07-27T06:35:18.0+0900,novel-407247,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=407247&section=best#commentDiv,0,2016-07-20T08:38:22.0+0900,1,0,novel02,5,Y,sati****,1.176.xxx.104,,naver,sati****
31,7171583,맘에 들고 재미있는 소설이지만 관작이 소설에 비해 적어보이는 것은 연재 주기가 느리기 때문인 것 같네요.,N,0,zriyBaJfoa4G9DcvXOE1%2BQ%3D%3D,0hZdF1SRVPOd%2F3ypzHmkMQ%3D%3D,-7171583,false,false,N,N,false,false,Y,2016-07-20T00:48:39.0+0900,novel-233214,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=233214&section=best#commentDiv,0,2016-07-20T00:48:38.0+0900,1,0,novel02,0,Y,anst****,218.235.xxx.90,,naver,anst****
32,7188567,"잘난 남자 해든.. 말발도 국보급이네~~~
차해든 만나보고싶으다.  멋지다",N,0,unPsipMl7y5Qr34A9gG7UA%3D%3D,jl79IGc806BNeGDnQ0Nr5A%3D%3D,-7188567,false,false,N,N,false,false,N,2016-07-26T15:49:02.0+0900,novel-529338,http://novel.naver.com/best/list.nhn?novelId=529338,0,2016-07-26T14:55:34.0+0900,1,0,novel02,1,Y,shh7****,125.189.xxx.87,신현호,naver,shh7****
33,7161610,너무 잘 쓰셨어여 정주행하고 있습니다♥,N,0,IY9vb%2FanrzvmwNlYF1fM9A%3D%3D,iscqvvPpeuwnvMUqqsUnsg%3D%3D,-7161610,false,false,N,N,false,false,Y,2016-07-20T13:19:11.0+0900,novel-529338,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=529338&section=best#commentDiv,0,2016-07-16T08:07:11.0+0900,1,0,novel02,1,Y,kmsj****,27.119.xxx.80,정하영,naver,kmsj****
34,7124979,우어어,N,0,hZNUgNvp050KvV%2FAl%2FBCZQ%3D%3D,oyonYx%2FPYF6qIIvcjvpwfg%3D%3D,-7124979,false,false,N,N,false,false,Y,2016-07-02T01:05:23.0+0900,novel-529338,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=529338&section=best#commentDiv,0,2016-07-02T01:05:23.0+0900,1,0,novel02,0,Y,eunj****,110.70.xxx.139,서은지,naver,eunj****
35,7101923,구리구리 해든구리~ 다누다누 강단우~~ 차니차니 차은찬이~~ 오잉크오잉크 핑크돼지 누리~~ ㅋ SHOW ME THE DDUI WORLD !!~~ 유부남인 줄 알았던 해든구리는 유난히 잘난 미소로 부지런히 직진하는 남자였고 도도해 보이기만 하던 단우는 도무지 빠져나올 수 없는 상큼발랄 (엉뚱 덤벙 쪼끔ㅋ) 매력녀였어요~~ 길 가다 보이는 수많은 간판들 속에 피부과 글자만 보면 왠지 저기에 해든구리님이 있을 것 같아요~ 두 사람만의 사랑이 아니라 가족간의 믿음도 함께 보여주는 뚜이월드의 구리구리~ 한 번 빠지면 못 나온다구리구리~~,N,0,0mcUOH%2FmLTb%2F1NNWpf9i5g%3D%3D,mAMEmIFdS4XdTd6a1ZUDLA%3D%3D,-7101923,false,false,N,N,false,false,Y,2016-06-22T14:00:27.0+0900,novel-529338,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=529338&section=best#commentDiv,0,2016-06-22T13:46:04.0+0900,1,0,novel02,1,Y,kell****,218.235.xxx.97,월선,naver,kell****
36,7100571,좋아요♥♥♥♥♥♥♥♥♥♥,N,0,FE9MNYqdzH7smnKJjxnadA%3D%3D,OEAQQC2klCj8PXeITUaTcA%3D%3D,-7100571,false,false,N,N,false,false,Y,2016-07-22T21:08:34.0+0900,novel-533887,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=533887&section=best#commentDiv,0,2016-06-21T22:37:17.0+0900,1,0,novel02,0,Y,kimj****,49.165.xxx.234,김영숙,naver,kimj****
37,7121722,읽고있는데갑자기닫혔어요...몇회읽었는지파악도못했는데ㅠㅠ원래미리공지없이닫히나요..??,N,1,pNGnm3v5hjrFCjW4pCcgFA%3D%3D,EkxEbq1J3vPD3huXFIyxdA%3D%3D,-7121722,false,false,N,N,false,false,Y,2016-07-16T17:16:51.0+0900,novel-535202,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=535202&section=best#commentDiv,0,2016-06-30T19:09:29.0+0900,1,0,novel02,2,Y,bsbp****,125.181.xxx.155,하늘빛,naver,bsbp****
38,7121593,40회까지 읽고 있었는데 갑자기 닫혀서... 하루만이라도 연장해주세요~~,N,0,dEjwTeN9TSjigv85hNg%2BRw%3D%3D,z2G4eroAW1UNeJgw3M4tEg%3D%3D,-7121593,false,false,N,N,false,false,N,2016-07-03T22:25:09.0+0900,novel-535202,http://novel.naver.com/best/list.nhn?novelId=535202,0,2016-06-30T18:11:49.0+0900,1,0,novel02,1,Y,mm96****,112.168.xxx.66,,naver,mm96****
39,7121580,"왜 조회가 안되요
며칠만 연장해주세요",N,0,RPnq%2BeHCTS7LvfyJ1ZwNdQ%3D%3D,WCce%2BdduJ88sthHCw4vEhA%3D%3D,-7121580,false,false,N,N,false,false,Y,2016-07-03T22:25:11.0+0900,novel-535202,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=535202&section=best#commentDiv,0,2016-06-30T18:05:28.0+0900,1,0,novel02,1,Y,saja****,223.33.xxx.116,,naver,saja****
40,7185747,완전 설레요. 울 신랑하고 8살 차이나는데 옛날 생각이 새록새록 납니다. 연애때 생각나요.,N,0,7foPja0WeI9lxXUM0joYMQ%3D%3D,DvkziqZ76KleL1nsGFaTRg%3D%3D,-7185747,false,false,N,N,false,false,Y,2016-07-25T14:28:45.0+0900,novel-547121,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=547121&section=best#commentDiv,0,2016-07-25T14:28:45.0+0900,1,0,novel02,0,Y,moja****,119.192.xxx.93,,naver,moja****
41,7167625,항상 설레면서 봐요..^^*,N,0,%2Fr9qKt9bEfgpqdNip6KPcg%3D%3D,hJwXFh%2Bbvfq3Df%2BcKdKKzA%3D%3D,-7167625,false,false,N,N,false,false,N,2016-07-26T18:49:51.0+0900,novel-547121,http://novel.naver.com/best/list.nhn?novelId=547121,0,2016-07-18T16:41:15.0+0900,1,0,novel02,4,Y,pica****,49.142.xxx.61,,naver,pica****
42,7159741,완전. 잼나요~~~,N,0,Z2uAQmjpbDrghJWpZikfGw%3D%3D,iILqvljzTC8G2oTSnjyeOg%3D%3D,-7159741,false,false,N,N,false,false,Y,2016-07-25T11:00:04.0+0900,novel-547121,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=547121&section=best#commentDiv,0,2016-07-15T16:18:03.0+0900,1,0,novel02,2,Y,zero****,61.101.xxx.136,부천철이맘임다,naver,zero****
43,7154458,이 작품을 아저씨들이 좋아합니다. ㅋㅋㅋㅋㅋㅋㅋ,N,0,Af5e99YbWubPQtbcrnF9Mg%3D%3D,3UVmsdlSskvbxLvTgo7Kng%3D%3D,-7154458,false,false,N,N,false,false,N,2016-07-20T08:27:11.0+0900,novel-547121,http://novel.naver.com/best/list.nhn?novelId=547121,0,2016-07-13T14:49:15.0+0900,1,0,novel02,3,Y,eoom****,115.90.xxx.59,화양연화,naver,eoom****
44,7147299,잠 안자고 정주행 너무 재미있어요!!!!!,N,0,tf8k9nGWO9XEK9HdbgZJvw%3D%3D,ZTNPV9CW1sSzYZbffLeu2g%3D%3D,-7147299,false,false,N,N,false,false,Y,2016-07-12T17:37:20.0+0900,novel-547121,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=547121&section=best#commentDiv,0,2016-07-10T18:27:26.0+0900,1,0,novel02,1,Y,whwj****,59.0.xxx.82,조정우,naver,whwj****
45,7146170,읽는동안 행복했어요~~감사합니다,N,0,XQ5nA%2FArfpTRcKXJbb7U7g%3D%3D,d5ZiMaXTj%2BK41l4k0L7uHw%3D%3D,-7146170,false,false,N,N,false,false,Y,2016-07-25T11:00:07.0+0900,novel-547121,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=547121&section=best#commentDiv,0,2016-07-10T08:53:52.0+0900,1,0,novel02,3,Y,wlsg****,14.48.xxx.22,,naver,wlsg****
46,7142820,"읽어보시면 행복함이 밀려왼요~
강추~ ^.~*",N,0,d8ui19uJGIBuYhSCEDbPzg%3D%3D,81n1Z6mP%2FweOzWY%2BT0UaDQ%3D%3D,-7142820,false,false,N,N,false,false,Y,2016-07-26T18:49:57.0+0900,novel-547121,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=547121&section=best#commentDiv,0,2016-07-08T22:00:16.0+0900,1,0,novel02,9,Y,toji****,211.227.xxx.13,진주빛 블랙홀,naver,toji****
47,7137954,"완전! 강추! 강추!

꼬옥 읽어보세요.

진짜정말 재미져요!",N,1,UyQZrYx2Bx9kaVRO%2FQVvRA%3D%3D,xXjccrCNX5NrsNUsxhnhxw%3D%3D,-7137954,false,false,N,N,false,false,Y,2016-07-26T18:49:56.0+0900,novel-547121,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=547121&section=best#commentDiv,0,2016-07-06T21:52:21.0+0900,1,0,novel02,7,Y,suki****,122.47.xxx.167,일이야,naver,suki****
