,comment_no,contents,deleted_yn,down_count,enc_writer_id,enc_writer_profile_user_id,group_no,is_facebook,is_me2day,is_mine,is_reply,is_twitter,is_yozm,mobile_yn,modified_ymdt,object_id,object_url,parent_comment_no,registered_ymdt,reply_level,status,ticket,up_count,visible_yn,writer_id,writer_ip,writer_nickname,writer_profile_type,writer_profile_user_id
16,2318974,ÀÌ°Å º¼±î¸»±î °í¹ÎÁßÀÎµ¥ Àç¹Õ¾î¿ä? ¾î¶² Á¡ÀÌ ÁÁ¾Æ¿ä? º¸´Ï±î °¨Á¤Ç¥ÇöÀÌ ¼¼¼¼ÇÏ´Ù´øµ¥ ±×°Å ¸»°í´Â¿ä??,N,4,DcxjwPHARNk%2Bzny9JQuDwg%3D%3D,dGSdcB34dunexiB19sWHZQ%3D%3D,-2318974,false,false,N,N,false,false,Y,2016-07-27T18:59:02.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-06-07T16:55:17.0+0900,1,0,novel01,7,Y,choi****,175.244.xxx.93,ÀÀ¾Æ´Ï¾ß,naver,choi****
17,2306224,Èå¾û¤·¾î¾û¤Ğ¤Ì¤Ì¤Ì¤Ì 1°¡Á¤ 1µ¶»ç½Ü ¾ÈµÇ³ª¿ä¤Ì¤Ñ¤Ñ¤Ğ¤Ğ¤Ì¤Ì ±ÛÀÌ ³Ê¹« ÁøÂ¥ ¿öÄl....... ³Ê¹« Àß ¾²¼Å¿ä ÁøÂ¥ ¹İÇÒ°Í °°¾Æ ³ë½Â¾Æ ÀÛ°¡´Ô ³²ÀÚ ÇØÁÖ¼¼¿ä..¤»¤»¤»¤»¤»¤»¤»¤»¤»Å¥¤Ì¤Ì¤Ì¤Ì¤Ì¤Ì¤Ì »ç¶ûÇÕ´Ï´Ù ÁøÂ¥ ±Û ½áÁÖ¼Å¼­ °¨»çÇØ¿ä ¤Ğ¤Ì¤Ì¤Ì¤Ğ¤Ğ¤Ì,N,2,f0KpO8vjS40p1CfUGSWiUA%3D%3D,XZr2rwOkRwFMADIql9MaiA%3D%3D,-2306224,false,false,N,N,false,false,N,2016-07-21T21:17:40.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-05-30T19:17:22.0+0900,1,0,novel01,5,Y,sall****,121.165.xxx.160,ºñ¾Æ,naver,sall****
18,2305956,ÀÏ·¯°¡ ÇÑ¸òÇÏ³×¿©...±Ûµµ ÁÁ±¸ ±×¸²µÎ ÁÁ±¸,N,3,VTY2eDRQ5LdNAVSw3K6c5g%3D%3D,hjkPRMXEppkSyJ9UJKoHCQ%3D%3D,-2305956,false,false,N,N,false,false,N,2016-07-28T10:33:27.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-05-30T14:45:15.0+0900,1,0,novel01,7,Y,heey****,125.140.xxx.188,Â¯±¸¸¾,naver,heey****
19,2304912,³ë½Â¾Æ ÀÛ°¡´Ô ³Ê¹« Àß¾²½Ã´Â°Å °°¾Æ¿ä¤Ğ¤Ğ Á¦°¡ À¥¼Ò¼³ º»Áö°¡ ¾ó¸¶¾ÈµÇ¼­ ¹ı.»ç´Â ¸øºÃÁö¸¸ Çã´ÏÇã´Ï¿şµùÀº Ã·È­ºÎÅÍ ³¡±îÁö ´Ùº¼¿¹Á¤ÀÔ´Ï´Ù!!! ¹ú½áºÎÅÍ ´ÙÀ½È­°¡ ¾ó¸¥ ³ª¿ÔÀ¸¸é ÁÁ°Ú¾î¿ë¤Ğ¤Ğ¤Ğ ÀÛ°¡´Ô »ç¶ûÇØ¿ë¢¾¢¾¢¾¢¾¢¾,N,5,2gi0L%2BG5UKW%2BqjBrOMtoNQ%3D%3D,yuU27NNpRDWTTqV2d4WICg%3D%3D,-2304912,false,false,N,N,false,false,Y,2016-07-28T10:33:34.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-29T17:52:09.0+0900,1,0,novel01,11,Y,tjgm****,125.178.xxx.144,infinite,naver,tjgm****
20,2297899,ºñ°ø°¨Àº µµµ¥Ã¼ ¾î¶²³ÑµéÀÌ¾ß °¨Á¤ÀÌ ¸Å¸¶¸¥³Ñµé ¤»¤»,N,9,XR1MzdurHCizWTVm1r%2Bneg%3D%3D,AItwhm6VF%2FyKJKa4CNfGSQ%3D%3D,-2297899,false,false,N,N,false,false,N,2016-07-28T10:33:35.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-05-24T21:28:14.0+0900,1,0,novel01,10,Y,cyjj****,210.100.xxx.114,Åè,naver,cyjj****
21,2296633,(dbst****)´Ô È¤½Ã ¾È³ª¿Í¼­ ±×·±°¡¿ä? 10½Ã 30ºĞÀÎ°¡¿¡ ³ª¿À´Â°É·ç ¾Ë°íÀÖ½À´Ï´Ù~^^,N,2,c01weYtK8c4nYoJko1Pfhg%3D%3D,w%2Fw4dcul5f8MS%2FRA6%2BBZZw%3D%3D,-2296633,false,false,N,N,false,false,Y,2016-06-12T15:16:08.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-24T08:57:14.0+0900,1,0,novel01,4,Y,bbij****,116.40.xxx.68,½ÉÁöÀ±,naver,bbij****
22,2289230,"ÇØ¹ÎÀÌ°¡ ÀÓ½ÅÇÑ°Ô È®½ÇÇÑ°¡...
¶Ç ¾È¸é ¾îÂ¼Áö?",N,3,j0AGRyT67Rf7kk6iFohIGQ%3D%3D,j0AGRyT67Rf7kk6iFohIGQ%3D%3D,-2289230,false,false,N,N,false,false,Y,2016-06-14T10:08:27.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-18T21:42:42.0+0900,1,0,novel01,3,Y,euni****,218.236.xxx.207,¸Á°í¸Ô´Â°­¾ÆÁö,naver,euni****
23,2276351,¹¹Áö? È­¿äÀÏ¿¬Àç ¾Æ´Ñ°¡¿ä???,N,10,Q6MutHNRhadGpNVcyMQZOw%3D%3D,S6TZdzS8%2B%2FnQfJZdSe0iRQ%3D%3D,-2276351,false,false,N,N,false,false,Y,2016-07-13T00:31:48.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-10T09:34:14.0+0900,1,0,novel01,6,Y,dbst****,175.223.xxx.175,Äï¾ç,naver,dbst****
24,2263745,µ¶ÀÚ  ÈíÀÔ·Â ´ë¹ÚÀÎ ±Û¼Ø¾¾  ±ÂÀÔ´Ï´Ù¿ë,N,4,DNWuaiiqaPAOz1Czb4FQrA%3D%3D,6BLNjc9mlUr7sUMpWWofWA%3D%3D,-2263745,false,false,N,N,false,false,Y,2016-06-25T17:14:40.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-03T08:31:06.0+0900,1,0,novel01,5,Y,sunm****,115.140.xxx.6,ÇÑ¼Ö¾Æ,naver,sunm****
25,2259628,ÀÌ°Å ¶§¹®¿¡ ¹ı»ç ·Î¸ÇÆ½·¹½ÃÇÇ °áÈ¥Àº ¹äÀÌ´Ù±îÁö ´Ù ºÁ¹ö·È¾î¿ä¤Ğ¤Ğ¤Ğ¤Ğ¤ĞÇõÁØÀÌ°¡ ¸¹ÀÌ ¾È ³ª¿Í¼­ ½½ÆâÁö¸¸ 5ÃÑ»ç ´Ù ³Ê¹« ÁÁ¾ÆÁ³½À´Ï´Ù ¾Æ¤Ğ¤Ğ¤Ğ¤Ğ¤Ğ,N,2,egV%2BBmFdeG1x95vn1Wkg8g%3D%3D,sZkJAn2mLGTkKq6s910bLg%3D%3D,-2259628,false,false,N,N,false,false,Y,2016-07-11T10:24:38.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-05-01T00:40:19.0+0900,1,0,novel01,7,Y,yeri****,223.33.xxx.67,½ºÀ­¿¹¸²,naver,yeri****
26,2259600,µ¡±Û ´Ü´Ù°í ·Î±×ÀÎ ÇØº¸±ä Ã³À½ÀÌ³×¿ä.. ½ÃÇè ³¡³ª¼­ ¾îÁ¦ºÎÅÍ ½ÃÀÛÇÑ Á¤ÁÖÇàÀÌ ¿À´Ã ³¡³µ¾î¿ä Á¤¸» ÀÌ·¸°Ô ÇöÀÚÅ¸ÀÓ ´ë¹ÚÀÎ À¥¼Ò¼³ Ã³À½ÀÔ´Ï´Ù...¤Ğ¤Ğ¤Ğ¤Ğ¤Ğ ÇÏ ¾î¶»°Ô ±â´Ù¸®ÁÒ....? °¨Á¤Ç¥Çöµµ ¼¼½ÉÇÏ°í ÃÊ¹İ¿¡ ¸¹ÀÌ ¿ï¾ú¾î¿ä ÇØ¼ö°¡ ³Ê¹« Â§ÇÏ°í °¡¿²¾î¼­.. ÁøÂ¥ Ã³À½¿£ Á» »·ÇÏ´Ù ÀÌ·¨´Âµ¥ ÀÌ ¹«½¼.. »·ÇÏÁö ¾ÊÀº Àç¹Ì¿Í ¼¶¼¼ÇÑ °¨Á¤Ç¥Çö ÁøÂ¥ Ç« ºüÁ®¾¹´Ï´Ù? ÀÛ°¡´Ô »ç¶ûÇØ¿ä?¸¸¼¼ ÃßÃµÇØÁØ Ä£±¸¿¡°Ô »ç¶ûÀÇ ÇÏÆ®¸¦ º¸³»°í ¿Ô¾î¿ä!!!¤¾¤¾¤¾,N,2,Rhjp96JBfWAhMCl3CNbOFw%3D%3D,NKne8Zya1%2F7wd9VGUzm%2F7Q%3D%3D,-2259600,false,false,N,N,false,false,Y,2016-06-12T15:16:20.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv#commentDiv,0,2016-05-01T00:07:01.0+0900,1,0,novel01,10,Y,lynn****,223.62.xxx.2,¸°ÀÌ,naver,lynn****
27,2249738,"¾È³çÇÏ¼¼¿ä.
""À§ÇèÇÏ°í ¾ÆÂñÇÑ ÁßÇĞ±³»ıÈ°""
À» ¿¬ÀçÇÏ°í ÀÖ´Â ÇÑ »ç¶÷ÀÔ´Ï´Ù.
º¸°í¹è¿ï°Ô¸¹³×¿ä
³ë½Â¾Æ´ÔÈ­ÀÌÆÃ",N,17,JbS81DYzgENfEwKYhJNWGA%3D%3D,DUu6g%2FzYgU6RPtceSOWX3A%3D%3D,-2249738,false,false,N,N,false,false,N,2016-07-13T00:32:07.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-24T13:14:18.0+0900,1,0,novel01,6,Y,phil****,114.203.xxx.250,¤±¤¤¾î¤Ó¤©¸ÕÀÏ,naver,phil****
28,2248886,"Á¦ÀÛÇ°º¸·¯¿À¼¼¿ä Á¦¸ñÀº ±×·¡µµ»ç¶ûÇØ  
ÃßÃµÇÏ°í°©´Ï´Ù´ñ±ÛÁ»³²°ÜÁÖ¼¼¿ë",N,22,%2F19LbqzLZEd2OKtDkXCTug%3D%3D,LwZKeT5mAyszAu9acwwo3g%3D%3D,-2248886,false,false,N,N,false,false,N,2016-07-13T00:32:05.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-24T08:48:57.0+0900,1,0,novel01,5,Y,wnsx****,59.1.xxx.158,Åä³¢YO,naver,wnsx****
29,2248833,¼Õ¹Î°æ´ÔÀº ¹¹... ¾Ç³à¸¸ ³ª¿À´Â ÀÎÅÍ³İ¼Ò¼³ÀÌ³ª ÆÇÅ¸Áö Àå¸£¸¸ ¼··ÆÇÏ¼Ì³ª,N,1,D4LBlN3deJXUMLvmqOB2wQ%3D%3D,nZjfmmDlJ%2FhBfMZtO8gOWg%3D%3D,-2248833,false,false,N,N,false,false,Y,2016-06-12T15:16:28.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-04-24T05:23:26.0+0900,1,0,novel01,5,Y,sj94****,175.198.xxx.79,¼öÁ¤,naver,sj94****
30,2245709,(pheo****)´Ô Çı¼ö¿Í ÇõÁØÀÌ´Â12»ìÂ÷ÀÌ·Î ¶ìµ¿°©ÀÔ´Ï´Ù.,N,1,KCntRjMJj9hbwaR8rr26nA%3D%3D,QdgmTeX1jW7al692orVMtw%3D%3D,-2245709,false,false,N,N,false,false,N,2016-06-12T15:16:30.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-21T23:03:29.0+0900,1,0,novel01,8,Y,thdg****,211.187.xxx.55,,naver,thdg****
31,2242580,¿©ÁÖÇÏ°í ³²ÁÖ ¸î»ìÂ÷ÀÌ¿¹¿©¤Ñ¤Ñ??,N,4,faiyO%2B1x6JF%2BPm7bYyBDXw%3D%3D,0DJEjTzZrT%2BPJ8x75CZ3xg%3D%3D,-2242580,false,false,N,N,false,false,Y,2016-07-11T10:25:07.0+0900,novel-466391,http://m.novel.naver.com/ncomment/ncommentList.nhn?novelId=466391#commentDiv,0,2016-04-19T19:45:16.0+0900,1,0,novel01,3,Y,pheo****,1.236.xxx.139,,naver,pheo****
32,2240631,À¯·á·Î ´Ù º¸°íµµ  È­¿äÀÏ ±İ¿äÀÏÀÌ ±â´Ù·Á Áø´Ù....,N,1,AT9mQXacgZlDvTI0rD1NUQ%3D%3D,hZ3DVOt8AhBDOh5rAGhxBg%3D%3D,-2240631,false,false,N,N,false,false,N,2016-07-11T10:25:09.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-18T14:35:23.0+0900,1,0,novel01,9,Y,kyou****,14.33.xxx.244,¹éÁ¶³¯°³,naver,kyou****
33,2235822,µû¶æÇÏ°í »ç¶û½º·¯¿î ¼Ò¼³ ¢¾,N,0,UERrN2QWHcjNtuIe1oS5XA%3D%3D,iiBWpfmbsf29y%2BwiIUfWEw%3D%3D,-2235822,false,false,N,N,false,false,N,2016-07-11T10:25:10.0+0900,novel-466391,http://novel.naver.com/webnovel/list.nhn?novelId=466391,0,2016-04-15T11:55:04.0+0900,1,0,novel01,5,Y,clem****,222.101.xxx.233,Å¬·¹¸àÅ¸ÀÎ,naver,clem****
